# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
318.684,545.33,10.37,0.029,98.424,0.927,98.428,NaN,4.67E+04,0,457.019,247.466,7.38,880.415,0.03
319.184,540.227,10.371,0.027,97.503,0.927,97.507,NaN,4.67E+04,0,457.053,247.466,7.413,880.957,0.03
319.684,535.126,10.366,0.212,96.582,0.927,96.586,NaN,4.67E+04,0,457.265,247.466,7.446,881.5,0.03
320.184,530.026,10.344,0.213,95.69,0.927,95.695,NaN,4.67E+04,0,457.171,247.466,7.479,882.043,0.03
320.684,524.927,10.36,0.141,94.799,0.926,94.803,NaN,4.67E+04,0,457.043,247.466,7.512,882.585,0.03
321.184,519.83,10.371,0.144,93.863,0.926,93.868,NaN,4.67E+04,0,457.106,247.466,7.546,883.127,0.03
321.684,514.734,10.382,0.152,92.892,0.926,92.896,NaN,4.67E+04,0,457.114,247.466,7.579,883.669,0.03
322.184,509.639,10.365,0.046,91.922,0.926,91.926,NaN,4.67E+04,0,457.011,247.466,7.612,884.211,0.03
322.684,504.545,10.359,0.39,90.976,0.926,90.981,NaN,4.67E+04,0,457.768,247.466,7.645,884.753,0.03
323.184,499.453,10.319,0.299,90.085,0.926,90.09,NaN,4.67E+04,0,457.141,247.466,7.678,885.295,0.03
323.684,494.363,10.343,0.064,89.205,0.926,89.21,NaN,4.67E+04,0,456.858,247.466,7.711,885.836,0.03
324.184,489.273,10.349,0.076,88.28,0.926,88.285,NaN,4.67E+04,0,457.066,247.466,7.744,886.378,0.03
324.684,484.184,10.34,0.062,87.356,0.926,87.361,NaN,4.67E+04,0,457.062,247.466,7.777,886.919,0.03
325.184,479.097,10.332,0.211,86.45,0.926,86.455,NaN,4.67E+04,0,457.265,247.466,7.81,887.46,0.03
325.684,474.01,10.347,0.294,85.525,0.926,85.53,NaN,4.67E+04,0,457.365,247.466,7.843,888.001,0.03
326.184,468.926,10.318,0.109,84.61,0.926,84.615,NaN,4.67E+04,0,456.917,247.466,7.876,888.542,0.03
326.684,463.843,10.326,0.133,83.719,0.926,83.724,NaN,4.67E+04,0,457.112,247.466,7.91,889.083,0.03
327.184,458.76,10.336,0.189,82.797,0.926,82.802,NaN,4.67E+04,0,457.19,247.466,7.943,889.623,0.03
327.684,453.679,10.35,0.397,81.835,0.926,81.84,NaN,4.67E+04,0,457.72,247.466,7.976,890.164,0.03
328.184,448.6,10.309,0.234,80.899,0.925,80.904,NaN,4.67E+04,0,456.964,247.466,8.009,890.704,0.03
328.684,443.522,10.33,0.16,79.983,0.925,79.988,NaN,4.67E+04,0,457.042,247.466,8.042,891.244,0.03
329.184,438.445,10.314,0.413,79.058,0.925,79.063,NaN,4.67E+04,0,457.816,247.466,8.075,891.784,0.03
329.684,433.37,10.346,0.113,78.101,0.925,78.107,NaN,4.67E+04,0,456.729,247.466,8.108,892.324,0.03
330.184,428.295,10.359,0.121,77.079,0.925,77.084,NaN,4.67E+04,0,457.09,247.466,8.141,892.864,0.03
330.684,423.222,10.368,0.1,76.027,0.925,76.033,NaN,4.67E+04,0,457.073,247.466,8.174,893.404,0.03
331.184,418.149,10.356,0.064,74.973,0.925,74.978,NaN,4.67E+04,0,457.057,247.466,8.207,893.943,0.03
331.684,413.077,10.347,0.109,73.939,0.925,73.945,NaN,4.67E+04,0,457.109,247.466,8.239,894.483,0.03
332.184,408.007,10.334,0.467,72.927,0.925,72.933,NaN,4.67E+04,0,458.078,247.466,8.272,895.022,0.03
332.684,402.939,10.374,0.013,71.87,0.925,71.876,NaN,4.67E+04,0,456.562,247.466,8.305,895.561,0.03
333.184,397.873,10.378,0.022,70.753,0.925,70.759,NaN,4.67E+04,0,457.048,247.466,8.338,896.1,0.03
333.684,392.806,10.374,0.077,69.638,0.925,69.644,NaN,4.67E+04,0,457.092,247.466,8.371,896.639,0.03
334.184,387.741,10.38,0.122,68.516,0.925,68.522,NaN,4.67E+04,0,457.123,247.466,8.404,897.178,0.03
334.684,382.676,10.39,0.358,67.368,0.925,67.375,NaN,4.67E+04,0,457.635,247.466,8.437,897.716,0.03
335.184,377.614,10.347,0.116,66.25,0.924,66.257,NaN,4.67E+04,0,456.834,247.466,8.47,898.255,0.03
335.684,372.553,10.335,0.331,65.192,0.924,65.198,NaN,4.67E+04,0,457.546,247.466,8.503,898.796,0.03
336.184,367.494,10.298,0.137,64.189,0.924,64.196,NaN,4.67E+04,0,456.917,247.466,8.536,899.361,0.03
336.684,362.435,10.285,0.333,63.245,0.924,63.252,NaN,4.67E+04,0,457.555,247.466,8.569,899.926,0.03
337.184,357.378,10.252,0.202,62.36,0.924,62.367,NaN,4.67E+04,0,457.026,247.466,8.602,900.491,0.03
337.684,352.322,10.268,0.033,61.491,0.924,61.498,NaN,4.67E+04,0,456.988,247.466,8.634,901.056,0.03
338.184,347.267,10.27,0.396,60.592,0.924,60.599,NaN,4.67E+04,0,457.828,247.466,8.667,901.621,0.03
338.684,342.214,10.3,0.153,59.641,0.924,59.648,NaN,4.67E+04,0,456.832,247.466,8.7,902.185,0.03
339.184,337.162,10.286,0.036,58.658,0.924,58.666,NaN,4.67E+04,0,457.026,247.466,8.733,902.75,0.03
339.684,332.11,10.281,0.186,57.7,0.924,57.707,NaN,4.67E+04,0,457.247,247.466,8.766,903.314,0.03
340.184,327.06,10.295,0.136,56.723,0.924,56.73,NaN,4.67E+04,0,457.096,247.466,8.799,903.878,0.03
340.684,322.011,10.306,0.019,55.705,0.924,55.713,NaN,4.67E+04,0,457.041,247.466,8.831,904.442,0.03
341.184,316.964,10.302,0.142,54.673,0.924,54.681,NaN,4.67E+04,0,457.181,247.466,8.864,905.006,0.03
341.684,311.917,10.314,0.121,53.625,0.924,53.633,NaN,4.67E+04,0,457.107,247.466,8.897,905.57,0.03
342.184,306.872,10.299,0.261,52.575,0.923,52.583,NaN,4.67E+04,0,457.372,247.466,8.93,906.134,0.03
342.684,301.829,10.27,0.287,51.572,0.923,51.581,NaN,4.67E+04,0,457.32,247.466,8.963,906.697,0.03
343.184,296.787,10.241,0.012,50.638,0.923,50.647,NaN,4.67E+04,0,456.895,247.466,8.995,907.261,0.03
343.684,291.746,10.239,0.087,49.741,0.923,49.75,NaN,4.67E+04,0,457.121,247.466,9.028,907.824,0.03
344.184,286.706,10.244,0.072,48.835,0.923,48.844,NaN,4.67E+04,0,457.097,247.466,9.061,908.387,0.03
344.684,281.667,10.248,0.317,47.909,0.923,47.918,NaN,4.67E+04,0,457.56,247.466,9.094,908.95,0.03
345.184,276.63,10.274,0.239,46.935,0.923,46.944,NaN,4.67E+04,0,457.13,247.466,9.126,909.513,0.03
345.684,271.595,10.296,0.256,45.891,0.923,45.9,NaN,4.67E+04,0,457.267,247.466,9.159,910.075,0.03
346.184,266.561,10.321,0.087,44.785,0.923,44.794,NaN,4.67E+04,0,456.967,247.466,9.192,910.638,0.03
346.684,261.527,10.311,0.086,43.658,0.923,43.667,NaN,4.67E+04,0,457.102,247.466,9.225,911.2,0.03
347.184,256.495,10.299,0.361,42.552,0.923,42.562,NaN,4.67E+04,0,457.689,247.466,9.257,911.762,0.03
347.684,251.464,10.257,0.141,41.503,0.923,41.513,NaN,4.67E+04,0,456.883,247.466,9.29,912.324,0.03
348.184,246.435,10.243,0.253,40.516,0.923,40.526,NaN,4.67E+04,0,457.348,247.466,9.323,912.886,0.03
348.684,241.407,10.265,0.124,39.515,0.923,39.525,NaN,4.67E+04,0,457.017,247.466,9.355,913.448,0.03
349.184,236.38,10.276,0.129,38.467,0.922,38.478,NaN,4.67E+04,0,457.13,247.466,9.388,914.01,0.03
349.684,231.354,10.26,0.154,37.419,0.922,37.431,NaN,4.67E+04,0,457.165,247.466,9.421,914.571,0.03
350.184,226.329,10.243,0.012,36.407,0.922,36.419,NaN,4.67E+04,0,457.039,247.466,9.453,915.133,0.03
350.684,221.305,10.242,0.061,35.413,0.922,35.425,NaN,4.67E+04,0,457.11,247.466,9.486,915.694,0.03
351.184,216.283,10.233,0.05,34.425,0.922,34.437,NaN,4.67E+04,0,457.098,247.466,9.519,916.255,0.03
351.684,211.261,10.226,0.292,33.451,0.922,33.463,NaN,4.67E+04,0,457.499,247.466,9.551,916.816,0.03
352.184,206.242,10.25,0.056,32.446,0.922,32.459,NaN,4.67E+04,0,456.911,247.466,9.584,917.377,0.03
352.684,201.224,10.244,0.278,31.412,0.922,31.426,NaN,4.67E+04,0,457.449,247.466,9.617,917.937,0.03
353.184,196.206,10.213,0.301,30.42,0.922,30.434,NaN,4.67E+04,0,457.345,247.466,9.649,918.498,0.03
353.684,191.191,10.183,0.375,29.5,0.922,29.515,NaN,4.67E+04,0,457.557,247.466,9.682,919.058,0.03
354.184,186.178,10.214,0.057,28.571,0.922,28.586,NaN,4.67E+04,0,456.782,247.466,9.714,919.618,0.03
354.684,181.165,10.22,0.143,27.588,0.922,27.604,NaN,4.67E+04,0,457.178,247.466,9.747,920.179,0.03
355.184,176.152,10.204,0.247,26.616,0.922,26.632,NaN,4.67E+04,0,457.34,247.466,9.78,920.739,0.03
355.684,171.141,10.178,0.043,25.692,0.922,25.709,NaN,4.67E+04,0,456.967,247.466,9.812,921.298,0.03
356.184,166.131,10.181,0.016,24.794,0.921,24.811,NaN,4.67E+04,0,457.094,247.466,9.845,921.858,0.03
356.684,161.122,10.177,0.284,23.893,0.921,23.911,NaN,4.67E+04,0,457.487,247.466,9.877,922.418,0.03
357.184,156.115,10.199,0.022,22.958,0.921,22.976,NaN,4.67E+04,0,456.915,247.466,9.91,922.977,0.03
357.684,151.109,10.2,0.236,21.985,0.921,22.004,NaN,4.67E+04,0,457.359,247.466,9.942,923.537,0.03
358.184,146.104,10.175,0.113,21.038,0.921,21.058,NaN,4.67E+04,0,457.035,247.466,9.975,924.096,0.03
358.684,141.101,10.184,0.181,20.107,0.921,20.128,NaN,4.67E+04,0,457.228,247.466,10.007,924.655,0.03
359.184,136.098,10.198,0.137,19.139,0.921,19.161,NaN,4.67E+04,0,457.116,247.466,10.04,925.214,0.03
359.684,131.097,10.209,0.053,18.132,0.921,18.155,NaN,4.67E+04,0,457.069,247.466,10.072,925.772,0.03
360.184,126.096,10.202,0.02,17.113,0.921,17.138,NaN,4.67E+04,0,457.097,247.466,10.105,926.331,0.03
360.684,121.097,10.198,0.181,16.104,0.921,16.13,NaN,4.67E+04,0,457.26,247.466,10.137,926.89,0.03
361.184,116.1,10.213,0.12,15.075,0.921,15.103,NaN,4.67E+04,0,457.093,247.466,10.17,927.448,0.03
361.684,111.103,10.199,0.134,14.038,0.921,14.068,NaN,4.67E+04,0,457.157,247.466,10.202,928.006,0.03
362.184,106.108,10.21,0.036,12.999,0.921,13.031,NaN,4.67E+04,0,457.067,247.466,10.235,928.564,0.03
362.684,101.114,10.204,0.081,11.948,0.921,11.983,NaN,4.67E+04,0,457.133,247.466,10.267,929.122,0.03
363.184,96.121,10.21,0.22,10.891,0.92,10.93,NaN,4.67E+04,0,457.322,247.466,10.3,929.68,0.03
363.684,91.129,10.23,0.092,9.797,0.92,9.84,NaN,4.67E+04,0,457.032,247.466,10.332,930.238,0.03
364.184,86.139,10.239,0.209,8.663,0.92,8.712,NaN,4.67E+04,0,457.288,247.466,10.365,930.795,0.03
364.684,81.15,10.213,0.082,7.545,0.92,7.601,NaN,4.67E+04,0,457.035,247.466,10.397,931.353,0.03
365.184,76.162,10.203,0.14,6.463,0.92,6.528,NaN,4.67E+04,0,457.185,247.466,10.429,931.91,0.03
365.684,71.175,10.215,0.03,5.373,0.92,5.451,NaN,4.67E+04,0,457.064,247.466,10.462,932.467,0.03
366.184,66.189,10.21,0.084,4.27,0.92,4.368,NaN,4.67E+04,0,457.139,247.466,10.494,933.024,0.03
366.684,61.204,10.217,0.317,3.16,0.92,3.291,NaN,4.67E+04,0,457.566,247.466,10.527,933.581,0.03
367.184,56.221,10.179,0.279,2.079,0.92,2.273,NaN,4.67E+04,0,457.242,247.466,10.559,934.138,0.03
367.684,51.24,10.149,0.051,1.073,0.92,1.413,NaN,4.67E+04,0,456.936,247.466,10.591,934.694,0.029
368.184,46.26,10.144,0.048,0.108,0.92,0.926,NaN,4.67E+04,0,457.112,247.466,10.624,935.251,0.029
368.684,41.28,10.137,0.006,-0.845,0.92,1.249,NaN,4.67E+04,0,457.106,247.466,10.656,935.807,0.029
369.184,36.301,10.135,0.036,-1.792,0.92,2.014,NaN,4.67E+04,0,457.118,247.466,10.689,936.363,0.029
369.684,31.324,10.136,0.253,-2.744,0.919,2.894,NaN,4.67E+04,0,457.417,247.466,10.721,936.92,0.029
370.184,26.348,10.157,0.028,-3.732,0.919,3.844,NaN,4.67E+04,0,456.964,247.466,10.753,937.476,0.029
370.684,21.373,10.153,0.212,-4.748,0.919,4.836,NaN,4.67E+04,0,457.324,247.466,10.786,938.031,0.029
371.184,16.399,10.171,0.272,-5.787,0.919,5.86,NaN,4.67E+04,0,457.354,247.466,10.818,938.587,0.029
371.684,11.427,10.141,0.087,-6.819,0.919,6.881,NaN,4.67E+04,0,456.974,247.466,10.85,939.143,0.029
372.184,6.456,10.132,0.179,-7.806,0.919,7.86,NaN,4.67E+04,0,457.248,247.466,10.883,939.698,0.029
372.684,1.486,10.146,0.112,-8.804,0.919,8.852,NaN,4.67E+04,0,457.097,247.466,10.915,940.253,0.029
372.833,0,10.142,0.237,-9.108,0.919,9.154,NaN,4.67E+04,0,457.323,247.466,10.925,940.419,0.029
